title,source,published,content,sentiment,geo_risk_score,geo_risk_level,energy_risk,investment_recommendation,dataset_type,text,is_geopolitical,is_financial,confidence_score_%
Cypress County wants rebrand to reflect true nature of southeast region,The Hamilton Spectator,2026-04-14 20:45:20,Cypress County wants rebrand to reflect true nature of southeast region,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Cypress County wants rebrand to reflect true nature of southeast region Cypress County wants rebrand to reflect true nature of southeast region,True,True,92.02
Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,North Platte Telegraph,2026-04-14 20:45:00,Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Lincoln vendors scrambling after Painted Tree shutters SouthPointe location Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,True,True,94.01
Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Lincoln Journal Star,2026-04-14 20:45:00,Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Lincoln vendors scrambling after Painted Tree shutters SouthPointe location Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,True,True,93.95
Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Columbus Telegram,2026-04-14 20:45:00,Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Lincoln vendors scrambling after Painted Tree shutters SouthPointe location Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,True,True,94.01
Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Fremonttribune,2026-04-14 20:45:00,Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Lincoln vendors scrambling after Painted Tree shutters SouthPointe location Lincoln vendors scrambling after Painted Tree shutters SouthPointe location,True,True,94.04
Inventus Mining Corp.: Inventus Announces Non-Brokered $2.0 Million Flow-Through Financing With $1.0 Million Lead Order,Finanznachrichten.de,2026-04-14 21:02:00,Inventus Mining Corp.: Inventus Announces Non-Brokered $2.0 Million Flow-Through Financing With $1.0 Million Lead Order,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Inventus Mining Corp.: Inventus Announces Non-Brokered $2.0 Million Flow-Through Financing With $1.0 Million Lead Order Inventus Mining Corp.: Inventus Announces Non-Brokered $2.0 Million Flow-Through Financing With $1.0 Million Lead Order,True,True,93.95
Central banks told to step on brakes to combat inflation: IMF warns of 'painful' interest rate hikes if Iran war drags on,Mail Online,2026-04-14 21:01:11,Central banks told to step on brakes to combat inflation: IMF warns of 'painful' interest rate hikes if Iran war drags on,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,Central banks told to step on brakes to combat inflation: IMF warns of 'painful' interest rate hikes if Iran war drags on Central banks told to step on brakes to combat inflation: IMF warns of 'painful' interest rate hikes if Iran war drags on,True,True,92.83
"Applied Optoelectronics (NASDAQ:AAOI) CFO Stefan Murry Sells 4,000 Shares",Watch List News,2026-04-14 21:01:09,"Applied Optoelectronics (NASDAQ:AAOI) CFO Stefan Murry Sells 4,000 Shares",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Applied Optoelectronics (NASDAQ:AAOI) CFO Stefan Murry Sells 4,000 Shares Applied Optoelectronics (NASDAQ:AAOI) CFO Stefan Murry Sells 4,000 Shares",True,True,93.96
"Insider Selling: Nebius Group (NASDAQ:NBIS) Director Sells 6,667 Shares of Stock",The Lincolnian Online,2026-04-14 21:01:07,"Insider Selling: Nebius Group (NASDAQ:NBIS) Director Sells 6,667 Shares of Stock",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Insider Selling: Nebius Group (NASDAQ:NBIS) Director Sells 6,667 Shares of Stock Insider Selling: Nebius Group (NASDAQ:NBIS) Director Sells 6,667 Shares of Stock",True,True,94.0
"Nebius Group (NASDAQ:NBIS) Director Sells $1,007,625.00 in Stock",Ticker Report,2026-04-14 21:01:07,"Nebius Group (NASDAQ:NBIS) Director Sells $1,007,625.00 in Stock",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Nebius Group (NASDAQ:NBIS) Director Sells $1,007,625.00 in Stock Nebius Group (NASDAQ:NBIS) Director Sells $1,007,625.00 in Stock",True,True,94.02
"Nebius Group (NASDAQ:NBIS) Director Sells $1,007,625.00 in Stock",Daily Political,2026-04-14 21:01:07,"Nebius Group (NASDAQ:NBIS) Director Sells $1,007,625.00 in Stock",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Nebius Group (NASDAQ:NBIS) Director Sells $1,007,625.00 in Stock Nebius Group (NASDAQ:NBIS) Director Sells $1,007,625.00 in Stock",True,True,94.01
Vishu feast turns pricier in Bengaluru as LPG crisis troubles restaurants,The Times Of India,2026-04-14 21:01:00,Vishu feast turns pricier in Bengaluru as LPG crisis troubles restaurants,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Vishu feast turns pricier in Bengaluru as LPG crisis troubles restaurants Vishu feast turns pricier in Bengaluru as LPG crisis troubles restaurants,True,True,94.09
Committee asks Karnataka colleges to submit proposed fee structure,The Times Of India,2026-04-14 21:01:00,Committee asks Karnataka colleges to submit proposed fee structure,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Committee asks Karnataka colleges to submit proposed fee structure Committee asks Karnataka colleges to submit proposed fee structure,True,True,94.08
Historic North Yorkshire town hall could be revitalised under new plans,Darlington & Stockton Times,2026-04-14 21:00:00,Historic North Yorkshire town hall could be revitalised under new plans,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Historic North Yorkshire town hall could be revitalised under new plans Historic North Yorkshire town hall could be revitalised under new plans,True,True,93.88
"Gold rebounds amid softer dollar, easing geopolitical tensions",Qatar Tribune,2026-04-14 21:00:00,"Gold rebounds amid softer dollar, easing geopolitical tensions",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Gold rebounds amid softer dollar, easing geopolitical tensions Gold rebounds amid softer dollar, easing geopolitical tensions",True,True,93.87
"Trump allegedly promises White House staffers mass pardon: ‘Historic corruption,’ Democrat says",Dothaneagle,2026-04-14 21:04:00,"Trump allegedly promises White House staffers mass pardon: ‘Historic corruption,’ Democrat says",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Trump allegedly promises White House staffers mass pardon: ‘Historic corruption,’ Democrat says Trump allegedly promises White House staffers mass pardon: ‘Historic corruption,’ Democrat says",True,True,93.84
"After Noida protest, UP ups wages by nearly Rs 3K",The Tribune India,2026-04-14 21:03:27,"After Noida protest, UP ups wages by nearly Rs 3K",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"After Noida protest, UP ups wages by nearly Rs 3K After Noida protest, UP ups wages by nearly Rs 3K",True,True,94.04
Augusta Precious Metals review: What to know in 2026,Fortune,2026-04-14 21:03:10,Augusta Precious Metals review: What to know in 2026,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Augusta Precious Metals review: What to know in 2026 Augusta Precious Metals review: What to know in 2026,True,True,92.13
Morgan Stanley has a blunt message on S&P 500,Thestreet,2026-04-14 21:03:00,Morgan Stanley has a blunt message on S&P 500,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Morgan Stanley has a blunt message on S&P 500 Morgan Stanley has a blunt message on S&P 500,True,True,94.33
Brooklyn Brownstones Lead $71M Spring Luxury Contract Surge,Hoodline,2026-04-14 21:02:52,Brooklyn Brownstones Lead $71M Spring Luxury Contract Surge,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Brooklyn Brownstones Lead $71M Spring Luxury Contract Surge Brooklyn Brownstones Lead $71M Spring Luxury Contract Surge,True,True,94.12
This Is Getting Insane! Electric Bills Surpassing House Payments (Video),Beforeitsnews,2026-04-14 21:02:08,This Is Getting Insane! Electric Bills Surpassing House Payments (Video),Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,This Is Getting Insane! Electric Bills Surpassing House Payments (Video) This Is Getting Insane! Electric Bills Surpassing House Payments (Video),True,True,91.76
INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Yiren Digital Ltd. - YRD,Financialcontent,2026-04-14 21:07:04,INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Yiren Digital Ltd. - YRD,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Yiren Digital Ltd. - YRD INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Yiren Digital Ltd. - YRD,True,True,94.0
Wall Street rakes in record profits -- but JPMorgan CEO Jamie Dimon flags risks,Headtopics,2026-04-14 21:06:53,Wall Street rakes in record profits -- but JPMorgan CEO Jamie Dimon flags risks,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Wall Street rakes in record profits -- but JPMorgan CEO Jamie Dimon flags risks Wall Street rakes in record profits -- but JPMorgan CEO Jamie Dimon flags risks,True,True,94.16
"Bitcoin price: BTC pulls back after breakout attempt, but larger move could be in store",Headtopics,2026-04-14 21:06:53,"Bitcoin price: BTC pulls back after breakout attempt, but larger move could be in store",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Bitcoin price: BTC pulls back after breakout attempt, but larger move could be in store Bitcoin price: BTC pulls back after breakout attempt, but larger move could be in store",True,True,93.96
"Workers’ protest in Noida causes Rs 3,000-crore loss to industries",The Tribune India,2026-04-14 21:06:27,"Workers’ protest in Noida causes Rs 3,000-crore loss to industries",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Workers’ protest in Noida causes Rs 3,000-crore loss to industries Workers’ protest in Noida causes Rs 3,000-crore loss to industries",True,True,94.05
Should You Use Your 401(k) to Pay Off Debt?,Wtop News,2026-04-14 21:05:53,Should You Use Your 401(k) to Pay Off Debt?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Should You Use Your 401(k) to Pay Off Debt? Should You Use Your 401(k) to Pay Off Debt?,True,True,94.0
The Iran War and Hormuz Blockade’s Impact on Stocks in 5 Sectors,Wtop News,2026-04-14 21:05:50,The Iran War and Hormuz Blockade’s Impact on Stocks in 5 Sectors,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,The Iran War and Hormuz Blockade’s Impact on Stocks in 5 Sectors The Iran War and Hormuz Blockade’s Impact on Stocks in 5 Sectors,True,True,94.01
INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of GoDaddy Inc. - GDDY,Financialcontent,2026-04-14 21:05:49,INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of GoDaddy Inc. - GDDY,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of GoDaddy Inc. - GDDY INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of GoDaddy Inc. - GDDY,True,True,91.49
"Today’s Mortgage Rates Hold Steady: April 14, 2026",Wtop News,2026-04-14 21:05:27,"Today’s Mortgage Rates Hold Steady: April 14, 2026",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Today’s Mortgage Rates Hold Steady: April 14, 2026 Today’s Mortgage Rates Hold Steady: April 14, 2026",True,True,92.15
"Are OMEX, CRBG, AFBI Obtaining Fair Deals for their Shareholders?",The Times And Democrat,2026-04-14 21:05:00,"Are OMEX, CRBG, AFBI Obtaining Fair Deals for their Shareholders?",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Are OMEX, CRBG, AFBI Obtaining Fair Deals for their Shareholders? Are OMEX, CRBG, AFBI Obtaining Fair Deals for their Shareholders?",True,True,92.09
"Are OMEX, CRBG, AFBI Obtaining Fair Deals for their Shareholders?",Auburnpub,2026-04-14 21:05:00,"Are OMEX, CRBG, AFBI Obtaining Fair Deals for their Shareholders?",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Are OMEX, CRBG, AFBI Obtaining Fair Deals for their Shareholders? Are OMEX, CRBG, AFBI Obtaining Fair Deals for their Shareholders?",True,True,92.05
Cheyenne City Council to hold work session to tour former senior center,Wyoming Tribune Eagle,2026-04-14 22:28:00,Cheyenne City Council to hold work session to tour former senior center,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Cheyenne City Council to hold work session to tour former senior center Cheyenne City Council to hold work session to tour former senior center,True,True,94.06
Young Koreans Carry Average 3.26 Million Won in Revolving Credit; 1 in 5 Exceeds 5 Million Won,서울경제,2026-04-14 22:27:44,Young Koreans Carry Average 3.26 Million Won in Revolving Credit; 1 in 5 Exceeds 5 Million Won,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Young Koreans Carry Average 3.26 Million Won in Revolving Credit; 1 in 5 Exceeds 5 Million Won Young Koreans Carry Average 3.26 Million Won in Revolving Credit; 1 in 5 Exceeds 5 Million Won,True,True,94.03
National Pension Service Expands Currency Hedging to 15% to Counter Exchange Rate Risks,서울경제,2026-04-14 22:25:45,National Pension Service Expands Currency Hedging to 15% to Counter Exchange Rate Risks,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,National Pension Service Expands Currency Hedging to 15% to Counter Exchange Rate Risks National Pension Service Expands Currency Hedging to 15% to Counter Exchange Rate Risks,True,True,94.14
World Economic Forum 2026 in Davos,Free Malaysia Today,2026-04-14 22:21:21,World Economic Forum 2026 in Davos,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,World Economic Forum 2026 in Davos World Economic Forum 2026 in Davos,True,True,91.93
Strategic Energy Relief: Lessons from Past Crises,Devdiscourse,2026-04-14 22:20:44,Strategic Energy Relief: Lessons from Past Crises,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Strategic Energy Relief: Lessons from Past Crises Strategic Energy Relief: Lessons from Past Crises,True,True,91.65
3i Group: 18.5x Could Be Too High A Multiple For Action,Seeking Alpha,2026-04-14 22:20:31,3i Group: 18.5x Could Be Too High A Multiple For Action,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,3i Group: 18.5x Could Be Too High A Multiple For Action 3i Group: 18.5x Could Be Too High A Multiple For Action,True,True,93.73
"Dream Industrial Real Estate Investment Trust Announces Offering of C$200 Million Senior Unsecured Debentures, Series H",Montreal Gazette,2026-04-14 22:20:12,"Dream Industrial Real Estate Investment Trust Announces Offering of C$200 Million Senior Unsecured Debentures, Series H",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Dream Industrial Real Estate Investment Trust Announces Offering of C$200 Million Senior Unsecured Debentures, Series H Dream Industrial Real Estate Investment Trust Announces Offering of C$200 Million Senior Unsecured Debentures, Series H",True,True,91.96
714 Texas Cities Direct Local Sales Tax to Economic Development,Openpr.com,2026-04-14 22:20:05,714 Texas Cities Direct Local Sales Tax to Economic Development,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,714 Texas Cities Direct Local Sales Tax to Economic Development 714 Texas Cities Direct Local Sales Tax to Economic Development,True,True,92.41
"European, US Routes from Major Carriers Become LCCs' Achilles Heel",서울경제,2026-04-14 22:20:05,"European, US Routes from Major Carriers Become LCCs' Achilles Heel",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"European, US Routes from Major Carriers Become LCCs' Achilles Heel European, US Routes from Major Carriers Become LCCs' Achilles Heel",True,True,94.2
Sports budget 4/15,Postregister,2026-04-14 22:19:00,Sports budget 4/15,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Sports budget 4/15 Sports budget 4/15,True,True,93.95
Alberta won’t consider matching Ottawa’s summer fuel tax pause until June,Global News,2026-04-14 22:32:15,Alberta won’t consider matching Ottawa’s summer fuel tax pause until June,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Alberta won’t consider matching Ottawa’s summer fuel tax pause until June Alberta won’t consider matching Ottawa’s summer fuel tax pause until June,True,True,94.05
"Global Markets Resilient Despite Middle East Volatility, IMF Warns Of Rising Debt Risks",Menafn,2026-04-14 22:30:39,"Global Markets Resilient Despite Middle East Volatility, IMF Warns Of Rising Debt Risks",Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,"Global Markets Resilient Despite Middle East Volatility, IMF Warns Of Rising Debt Risks Global Markets Resilient Despite Middle East Volatility, IMF Warns Of Rising Debt Risks",True,True,94.04
Alphabet vs. Meta Platforms: Which Digital Advertising Giant Is the Better Buy?,Fool,2026-04-14 22:30:00,Alphabet vs. Meta Platforms: Which Digital Advertising Giant Is the Better Buy?,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Alphabet vs. Meta Platforms: Which Digital Advertising Giant Is the Better Buy? Alphabet vs. Meta Platforms: Which Digital Advertising Giant Is the Better Buy?,True,True,92.07
CENTCOM: 24 Hours And All's Well On the Blockade Front,Hotair,2026-04-14 22:30:00,CENTCOM: 24 Hours And All's Well On the Blockade Front,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,CENTCOM: 24 Hours And All's Well On the Blockade Front CENTCOM: 24 Hours And All's Well On the Blockade Front,True,True,93.98
Judge Rebecca Foley encourages women to pursue legal careers,Pantagraph,2026-04-14 22:30:00,Judge Rebecca Foley encourages women to pursue legal careers,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Judge Rebecca Foley encourages women to pursue legal careers Judge Rebecca Foley encourages women to pursue legal careers,True,True,91.97
Home Sales Are Taking Longer Than Ever—Here’s Why,Newsweek,2026-04-14 22:30:00,Home Sales Are Taking Longer Than Ever—Here’s Why,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Home Sales Are Taking Longer Than Ever—Here’s Why Home Sales Are Taking Longer Than Ever—Here’s Why,True,True,93.95
Rhoden announces $4 million investment for gunsmith program at Western Dakota Tech in Rapid City,Rapid City Journa,2026-04-14 22:30:00,Rhoden announces $4 million investment for gunsmith program at Western Dakota Tech in Rapid City,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Rhoden announces $4 million investment for gunsmith program at Western Dakota Tech in Rapid City Rhoden announces $4 million investment for gunsmith program at Western Dakota Tech in Rapid City,True,True,94.2
"U.S., Iran Eye Second Round of Talks as Early as May 16 Amid Nuclear Freeze Dispute",서울경제,2026-04-14 22:29:57,"U.S., Iran Eye Second Round of Talks as Early as May 16 Amid Nuclear Freeze Dispute",Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,"U.S., Iran Eye Second Round of Talks as Early as May 16 Amid Nuclear Freeze Dispute U.S., Iran Eye Second Round of Talks as Early as May 16 Amid Nuclear Freeze Dispute",True,True,93.79
Province boosts CFS funding by $29M,Winnipeg Free Press,2026-04-14 22:29:45,Province boosts CFS funding by $29M,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Province boosts CFS funding by $29M Province boosts CFS funding by $29M,True,True,93.94
Fitch says AI adoption poses no near-term credit risk for major wealth management firms,Complete Ai Training,2026-04-14 22:29:23,Fitch says AI adoption poses no near-term credit risk for major wealth management firms,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Fitch says AI adoption poses no near-term credit risk for major wealth management firms Fitch says AI adoption poses no near-term credit risk for major wealth management firms,True,True,94.06
Sudan Civil War Escalates: Rising Death Toll and Widespread Destruction,Axadle | Stay Informed With Horn Of Africa Headlin,2026-04-14 22:42:15,Sudan Civil War Escalates: Rising Death Toll and Widespread Destruction,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,Sudan Civil War Escalates: Rising Death Toll and Widespread Destruction Sudan Civil War Escalates: Rising Death Toll and Widespread Destruction,True,True,94.05
Maine Pioneers Moratorium on Energy-Consuming Data Centers,Devdiscourse,2026-04-14 22:42:06,Maine Pioneers Moratorium on Energy-Consuming Data Centers,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Maine Pioneers Moratorium on Energy-Consuming Data Centers Maine Pioneers Moratorium on Energy-Consuming Data Centers,True,True,94.11
IMF cuts 2026 global growth forecast on Mideast war,香港電台新聞網 - Rthk,2026-04-14 22:40:09,IMF cuts 2026 global growth forecast on Mideast war,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,IMF cuts 2026 global growth forecast on Mideast war IMF cuts 2026 global growth forecast on Mideast war,True,True,94.12
Mohali: Farmers end hunger strike over Aerotropolis project after govt assurances,Hindustan Times,2026-04-14 22:38:02,Mohali: Farmers end hunger strike over Aerotropolis project after govt assurances,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Mohali: Farmers end hunger strike over Aerotropolis project after govt assurances Mohali: Farmers end hunger strike over Aerotropolis project after govt assurances,True,True,93.95
"Milei vows to stay course, tackles ‘bad’ inflation data head-on in AmCham Summit speech",Buenos Aires Times,2026-04-14 22:37:58,"Milei vows to stay course, tackles ‘bad’ inflation data head-on in AmCham Summit speech",Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,"Milei vows to stay course, tackles ‘bad’ inflation data head-on in AmCham Summit speech Milei vows to stay course, tackles ‘bad’ inflation data head-on in AmCham Summit speech",True,True,91.76
Ryman Healthcare's fourth quarter sales up 10 percent on last year,Rnz Co Nz,2026-04-14 22:37:28,Ryman Healthcare's fourth quarter sales up 10 percent on last year,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Ryman Healthcare's fourth quarter sales up 10 percent on last year Ryman Healthcare's fourth quarter sales up 10 percent on last year,True,True,94.06
CA governor race,Headtopics,2026-04-14 22:36:08,CA governor race,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,CA governor race CA governor race,True,True,94.01
JP Morgan sees a strong US economy despite Iran war risks,The National,2026-04-14 22:35:20,JP Morgan sees a strong US economy despite Iran war risks,Positive,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,JP Morgan sees a strong US economy despite Iran war risks JP Morgan sees a strong US economy despite Iran war risks,True,True,91.33
Wesdome Reports Solid First Quarter 2026 Operating Results,Investing News Network (inn),2026-04-14 22:35:14,Wesdome Reports Solid First Quarter 2026 Operating Results,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Wesdome Reports Solid First Quarter 2026 Operating Results Wesdome Reports Solid First Quarter 2026 Operating Results,True,True,92.04
Inventus Announces Non-Brokered $2.0 Million Flow-Through Financing With $1.0 Million Lead Order,Investing News Network (inn),2026-04-14 22:35:07,Inventus Announces Non-Brokered $2.0 Million Flow-Through Financing With $1.0 Million Lead Order,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Inventus Announces Non-Brokered $2.0 Million Flow-Through Financing With $1.0 Million Lead Order Inventus Announces Non-Brokered $2.0 Million Flow-Through Financing With $1.0 Million Lead Order,True,True,94.03
"Microsoft intends to purchase 3,200 acres south of Cheyenne for data centers",Wyoming Tribune Eagle,2026-04-14 22:46:00,"Microsoft intends to purchase 3,200 acres south of Cheyenne for data centers",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Microsoft intends to purchase 3,200 acres south of Cheyenne for data centers Microsoft intends to purchase 3,200 acres south of Cheyenne for data centers",True,True,94.12
Tourism tops over Songkran,Bangkok Post,2026-04-14 22:45:00,Tourism tops over Songkran,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Tourism tops over Songkran Tourism tops over Songkran,True,True,93.93
Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Ns News,2026-04-14 22:45:00,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,True,True,92.33
Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Squamish Chief,2026-04-14 22:45:00,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,True,True,92.35
Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Vancouver Is Awesome,2026-04-14 22:45:00,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,True,True,92.36
Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Richmond News,2026-04-14 22:45:00,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,True,True,92.36
Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Coast Reporter,2026-04-14 22:45:00,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,True,True,92.35
Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Times Colonist,2026-04-14 22:45:00,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions Opinion: B.C. should secure its place in global energy supply chains amid Middle East tensions,True,True,92.33
Ontario proposes ban on making workers pay for uniforms,Toronto Sun,2026-04-14 22:49:04,Ontario proposes ban on making workers pay for uniforms,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Ontario proposes ban on making workers pay for uniforms Ontario proposes ban on making workers pay for uniforms,True,True,94.06
"Palo Alto homes cost 5.6x more to buy than rent, study finds",Palo Alto Online,2026-04-14 22:47:38,"Palo Alto homes cost 5.6x more to buy than rent, study finds",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Palo Alto homes cost 5.6x more to buy than rent, study finds Palo Alto homes cost 5.6x more to buy than rent, study finds",True,True,91.97
Cramer: The market's biggest fears 'just didn't happen' – and that's why you can't leave the game,Cnbc,2026-04-14 22:50:38,Cramer: The market's biggest fears 'just didn't happen' – and that's why you can't leave the game,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Cramer: The market's biggest fears 'just didn't happen' – and that's why you can't leave the game Cramer: The market's biggest fears 'just didn't happen' – and that's why you can't leave the game,True,True,92.13
5 Best-performing ASX Lithium Stocks of 2026,Investing News Network (inn),2026-04-14 22:54:13,5 Best-performing ASX Lithium Stocks of 2026,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,5 Best-performing ASX Lithium Stocks of 2026 5 Best-performing ASX Lithium Stocks of 2026,True,True,94.06
Maine Pioneers Moratorium on Energy-Hungry Data Centers,Devdiscourse,2026-04-14 22:53:48,Maine Pioneers Moratorium on Energy-Hungry Data Centers,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Maine Pioneers Moratorium on Energy-Hungry Data Centers Maine Pioneers Moratorium on Energy-Hungry Data Centers,True,True,94.12
"Silver rises Rs 2,200, gold at Rs 1.54 lakh as Iran war peace talks, falling oil lifts mood. Key levels to watch today",The Economic Times,2026-04-14 22:53:30,"Silver rises Rs 2,200, gold at Rs 1.54 lakh as Iran war peace talks, falling oil lifts mood. Key levels to watch today",Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,"Silver rises Rs 2,200, gold at Rs 1.54 lakh as Iran war peace talks, falling oil lifts mood. Key levels to watch today Silver rises Rs 2,200, gold at Rs 1.54 lakh as Iran war peace talks, falling oil lifts mood. Key levels to watch today",True,True,94.07
