title,source,published,content,sentiment,geo_risk_score,geo_risk_level,energy_risk,investment_recommendation,dataset_type
Kerala Dalit student got 96 calls from online loan app day before his death: Police,The Indian Express,2026-04-15 00:06:22,Kerala Dalit student got 96 calls from online loan app day before his death: Police,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"NCRPO chief urges ‘compassion, common sense’ in ‘Safer Cities’ drive",Inquirer,2026-04-15 06:18:52,"NCRPO chief urges ‘compassion, common sense’ in ‘Safer Cities’ drive",Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Scotiabank Lowers Cogeco Communications (TSE:CCA) Price Target to C$72.00,Americanbankingnews,2026-04-15 06:18:39,Scotiabank Lowers Cogeco Communications (TSE:CCA) Price Target to C$72.00,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Indonesia orders food companies to apply colour-graded sugar, fat content stickers",Reuters,2026-04-15 06:18:38,"Indonesia orders food companies to apply colour-graded sugar, fat content stickers",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
TD Upgrades Cogeco Communications (TSE:CCA) to Buy,Americanbankingnews,2026-04-15 06:18:37,TD Upgrades Cogeco Communications (TSE:CCA) to Buy,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Lightbridge (NASDAQ:LTBR) Cut to Strong Sell at Wall Street Zen,Ticker Report,2026-04-15 06:18:27,Lightbridge (NASDAQ:LTBR) Cut to Strong Sell at Wall Street Zen,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Across China: China-Laos Railway drives tropical fruit boom as durian shipments from Southeast Asia hit peak season,Xinhuanet,2026-04-15 06:18:20,Across China: China-Laos Railway drives tropical fruit boom as durian shipments from Southeast Asia hit peak season,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
IMF says damage to world economy is already done,Cde News,2026-04-15 06:18:08,IMF says damage to world economy is already done,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Economists at IMF issue stark warning that Iran war could tip world toward recession,Cnn,2026-04-15 06:18:03,Economists at IMF issue stark warning that Iran war could tip world toward recession,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
IREN Limited Stock 2026 Outlook: Analysts Say Buy as AI Pivot Targets $3.4B ARR Despite Bitcoin Volatility,International Business Times,2026-04-15 06:17:43,IREN Limited Stock 2026 Outlook: Analysts Say Buy as AI Pivot Targets $3.4B ARR Despite Bitcoin Volatility,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
$CWH Class Alert: Camping World Investors May Have Been Affected By Fraud After Inventory Management Issues Disclosed Contact BFA Law By May 11 Court Deadline,Menafn,2026-04-15 06:17:10,$CWH Class Alert: Camping World Investors May Have Been Affected By Fraud After Inventory Management Issues Disclosed Contact BFA Law By May 11 Court Deadline,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Trump Declares Iran War 'Very Close to Over' as US Blockade Tightens Grip on Hormuz Amid Fresh Talks Hopes,International Business Times,2026-04-15 06:54:54,Trump Declares Iran War 'Very Close to Over' as US Blockade Tightens Grip on Hormuz Amid Fresh Talks Hopes,Positive,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Investing between two homes: What Jewish-American portfolios can learn from 20 years of data - oped,I24news,2026-04-15 06:54:40,Investing between two homes: What Jewish-American portfolios can learn from 20 years of data - oped,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Gold Wavers as Traders Assess Renewed Push for US-Iran Talks,Yahoo! News,2026-04-15 06:53:57,Gold Wavers as Traders Assess Renewed Push for US-Iran Talks,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Sarawak govt halves timber royalty rates, statutory charges to support forestry sector",Borneo,2026-04-15 06:53:09,"Sarawak govt halves timber royalty rates, statutory charges to support forestry sector",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
G-secs yields cross 7%: Should you invest in fixed income?,Hindustan Times,2026-04-15 06:52:57,G-secs yields cross 7%: Should you invest in fixed income?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Powerball to expand to UK as jackpot game goes global in shocking new deal,New York Post,2026-04-15 06:52:47,Powerball to expand to UK as jackpot game goes global in shocking new deal,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Barclays downgrades BBVA stock rating on macro headwinds,Investing Philippines,2026-04-15 06:52:09,Barclays downgrades BBVA stock rating on macro headwinds,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Barclays downgrades BBVA stock rating on macro headwinds,Investing South Africa,2026-04-15 06:52:09,Barclays downgrades BBVA stock rating on macro headwinds,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Barclays downgrades BBVA stock rating on macro headwinds,Investing Canada,2026-04-15 06:52:09,Barclays downgrades BBVA stock rating on macro headwinds,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Barclays downgrades BBVA stock rating on macro headwinds,Investing Australia,2026-04-15 06:52:09,Barclays downgrades BBVA stock rating on macro headwinds,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Trump threatens to fire Fed Chair Powell if he doesn't resign,American Banker,2026-04-15 16:10:47,Trump threatens to fire Fed Chair Powell if he doesn't resign,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Upstart (NASDAQ:UPST) Raised to “Hold” at Zacks Research,Ticker Report,2026-04-15 16:10:45,Upstart (NASDAQ:UPST) Raised to “Hold” at Zacks Research,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
West Surrey residents “much worse off” under local government shake-up,Alton News,2026-04-15 16:09:39,West Surrey residents “much worse off” under local government shake-up,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
West Surrey residents “much worse off” under local government shake-up,Woking News And Mail,2026-04-15 16:09:39,West Surrey residents “much worse off” under local government shake-up,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
"ECB’s Nagel: As long as Hormuz is not resolved, the danger of higher inflation rises",Fxstreet,2026-04-15 16:09:32,"ECB’s Nagel: As long as Hormuz is not resolved, the danger of higher inflation rises",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
US import prices increase below expectations; sharp rise anticipated due to Iran war,Investing Australia,2026-04-15 16:09:11,US import prices increase below expectations; sharp rise anticipated due to Iran war,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
US import prices increase below expectations; sharp rise anticipated due to Iran war,Investing Canada,2026-04-15 16:09:09,US import prices increase below expectations; sharp rise anticipated due to Iran war,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Morgan Stanley (MS) Q1 2026 Earnings Transcript,Fool,2026-04-15 16:08:45,Morgan Stanley (MS) Q1 2026 Earnings Transcript,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Your complete guide to Capital One transfer partners,Cnn,2026-04-15 16:08:36,Your complete guide to Capital One transfer partners,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"While you’re talking to the oil and gas companies, Minister...",South Gippsland Sentinel Times,2026-04-15 16:08:22,"While you’re talking to the oil and gas companies, Minister...",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Is Donald Trump Planning To Fire Jerome Powell? POTUS Expresses Frustration Over Interest Rate Dispute: 'If He Is Not Leaving...',Newsx,2026-04-15 16:12:47,Is Donald Trump Planning To Fire Jerome Powell? POTUS Expresses Frustration Over Interest Rate Dispute: 'If He Is Not Leaving...',Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Eight top jobs paying up to £60k which bosses are eager to fill - with no industry experience needed,Mail Online,2026-04-15 16:12:46,Eight top jobs paying up to £60k which bosses are eager to fill - with no industry experience needed,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Promising Bank Stocks To Watch Now – April 15th,Daily Political,2026-04-15 16:12:45,Promising Bank Stocks To Watch Now – April 15th,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Ignoring debt funds amid equity rally is a portfolio mistake: Axis MF’s Devang Shah,Cnbctv18,2026-04-15 16:12:37,Ignoring debt funds amid equity rally is a portfolio mistake: Axis MF’s Devang Shah,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Rockwell Land profit jumps 28% on residential, leasing gains",Businessworld Online,2026-04-15 16:12:32,"Rockwell Land profit jumps 28% on residential, leasing gains",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
New York's repeal of 100-foot rule delayed until 2026,Wutr/wfxv - Cnyhomepage.com,2026-04-15 16:12:09,New York's repeal of 100-foot rule delayed until 2026,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Oil Steady as Hormuz Shipping Constraints Counter US-Iran Peace Hopes,Gv Wire,2026-04-15 16:11:37,Oil Steady as Hormuz Shipping Constraints Counter US-Iran Peace Hopes,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
America’s New Homeowners Are Getting Hit Harder Than Ever,Newsweek,2026-04-15 16:11:21,America’s New Homeowners Are Getting Hit Harder Than Ever,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Stocks are the least over-priced asset in India,The Hindu - Business Line,2026-04-15 16:11:10,Stocks are the least over-priced asset in India,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
"BBC plans to cut 2,000 jobs to reduce costs by about 10% over next 2 years",Bozeman Daily Chronicle,2026-04-15 16:15:39,"BBC plans to cut 2,000 jobs to reduce costs by about 10% over next 2 years",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Giant housing scheme to be built on Stalybridge railway station's doorstep,Manchester Evening News,2026-04-15 16:15:33,Giant housing scheme to be built on Stalybridge railway station's doorstep,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Hedge Funds Turn Bearish on Dollar: A Stunning Shift Amid Middle East Peace Talks,Home - Bitcoinworld.co.in,2026-04-15 16:15:11,Hedge Funds Turn Bearish on Dollar: A Stunning Shift Amid Middle East Peace Talks,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
NSE secondary bond market crosses Sh1trn mark in first quarter,Business Daily,2026-04-15 16:15:00,NSE secondary bond market crosses Sh1trn mark in first quarter,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
London traders weigh war deadlock as luxury woes hit Paris,The Independent,2026-04-15 16:14:50,London traders weigh war deadlock as luxury woes hit Paris,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
London traders weigh war deadlock as luxury woes hit Paris,Evening Standard,2026-04-15 16:14:50,London traders weigh war deadlock as luxury woes hit Paris,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Care for the Elderly,Ips News,2026-04-15 16:14:48,Care for the Elderly,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Downtown Revitalization in St. Paul, Minnesota: Properties Drive Either Recovery or Decline",Keycrew.co,2026-04-15 16:14:26,"Downtown Revitalization in St. Paul, Minnesota: Properties Drive Either Recovery or Decline",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Poverty and job gaps hit Black Nashvillians hardest, city report finds",The Tennessean,2026-04-15 16:14:19,"Poverty and job gaps hit Black Nashvillians hardest, city report finds",Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
American Express reports March quarter card loan delinquency and write-off rates,Investing Australia,2026-04-15 16:14:09,American Express reports March quarter card loan delinquency and write-off rates,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Guelph, Ontario Real Estate Market Trends and Buyer Behavior Shifts",Keycrew.co,2026-04-16 02:56:42,"Guelph, Ontario Real Estate Market Trends and Buyer Behavior Shifts",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Iran war brings US close to net crude exporter for first time since World War Two,Business Recorder,2026-04-16 02:56:23,Iran war brings US close to net crude exporter for first time since World War Two,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Wellington renters warned water bills could flow through without hardship protections,The Post,2026-04-16 02:56:21,Wellington renters warned water bills could flow through without hardship protections,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Is XRP Price Being Suppressed Before a Major Pump? One Analyst Thinks So,Coinpedia,2026-04-16 02:55:39,Is XRP Price Being Suppressed Before a Major Pump? One Analyst Thinks So,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
UK universities warned against relying on international students as demand weakens despite recruitment push,The Economic Times,2026-04-16 02:55:17,UK universities warned against relying on international students as demand weakens despite recruitment push,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Stablecoins Policy Shift: South Korea’s Ruling Party Welcomes BOK Nominee’s Pivotal Evolution,Home - Bitcoinworld.co.in,2026-04-16 02:55:11,Stablecoins Policy Shift: South Korea’s Ruling Party Welcomes BOK Nominee’s Pivotal Evolution,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Politics with Michelle Grattan: Economist Chris Richardson on next steps in fuel crisis,Australian Herald,2026-04-16 02:53:53,Politics with Michelle Grattan: Economist Chris Richardson on next steps in fuel crisis,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"EOSE Investors Have Opportunity to Lead Eos Energy Enterprises, Inc. Securities Fraud Lawsuit",The Times Of Northwest Indiana | Breaking News | R,2026-04-16 02:52:00,"EOSE Investors Have Opportunity to Lead Eos Energy Enterprises, Inc. Securities Fraud Lawsuit",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"EOSE Investors Have Opportunity to Lead Eos Energy Enterprises, Inc. Securities Fraud Lawsuit",The Sentinel,2026-04-16 02:52:00,"EOSE Investors Have Opportunity to Lead Eos Energy Enterprises, Inc. Securities Fraud Lawsuit",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"EOSE Investors Have Opportunity to Lead Eos Energy Enterprises, Inc. Securities Fraud Lawsuit",The Times And Democrat,2026-04-16 02:52:00,"EOSE Investors Have Opportunity to Lead Eos Energy Enterprises, Inc. Securities Fraud Lawsuit",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
How Chinedum Ndukwe’s Background in Psychology Shapes His Approach to Development,Diario Palm Beach,2026-04-16 19:49:03,How Chinedum Ndukwe’s Background in Psychology Shapes His Approach to Development,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
A vaccine standoff and other key moments from RFK Jr.'s first congressional hearing in months,Western Wheel,2026-04-16 19:49:02,A vaccine standoff and other key moments from RFK Jr.'s first congressional hearing in months,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
A vaccine standoff and other key moments from RFK Jr.’s first congressional hearing in months,Infonews.ca,2026-04-16 19:49:02,A vaccine standoff and other key moments from RFK Jr.’s first congressional hearing in months,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
A vaccine standoff and other key moments from RFK Jr.’s first congressional hearing in months,Winnipeg Free Press,2026-04-16 19:49:02,A vaccine standoff and other key moments from RFK Jr.’s first congressional hearing in months,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
A world going broke: IMF says America’s $39 trillion national debt is actually a global problem—and AI may be the only rescue,Fortune,2026-04-16 19:48:50,A world going broke: IMF says America’s $39 trillion national debt is actually a global problem—and AI may be the only rescue,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Intercorp Financial Services: Sell-Off Creates Tactical Opportunity Amid Rate Tailwinds And Strategic Expansion (Rating Upgrade),Seeking Alpha,2026-04-16 19:48:36,Intercorp Financial Services: Sell-Off Creates Tactical Opportunity Amid Rate Tailwinds And Strategic Expansion (Rating Upgrade),Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Gov. Kotek issues order prohibiting Oregon districts from reducing school days to cut costs,The Outlook,2026-04-16 19:48:00,Gov. Kotek issues order prohibiting Oregon districts from reducing school days to cut costs,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Gov. Kotek issues order prohibiting Oregon districts from reducing school days to cut costs,Forest Grove News-times,2026-04-16 19:48:00,Gov. Kotek issues order prohibiting Oregon districts from reducing school days to cut costs,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Brent Crude Disconnect From Physical Oil Prices Raises Market Risk,Investing Us,2026-04-16 19:48:00,Brent Crude Disconnect From Physical Oil Prices Raises Market Risk,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Gov. Kotek issues order prohibiting Oregon districts from reducing school days to cut costs,Woodburn Independent,2026-04-16 19:48:00,Gov. Kotek issues order prohibiting Oregon districts from reducing school days to cut costs,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
China Economic Growth: The Troubling Reality Behind Strong Numbers – TD Securities Reveals Weak Demand,Home - Bitcoinworld.co.in,2026-04-16 21:25:12,China Economic Growth: The Troubling Reality Behind Strong Numbers – TD Securities Reveals Weak Demand,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Netflix Q1 Profit Up On Strong Revenue, Warner Bros. Termination Fee",Finanznachrichten.de,2026-04-16 21:24:00,"Netflix Q1 Profit Up On Strong Revenue, Warner Bros. Termination Fee",Positive,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Letter: Unemployment rate climbing,Ladysmith Chronicle,2026-04-16 21:23:00,Letter: Unemployment rate climbing,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Letter: Unemployment rate climbing,Chemainus Valley Courier,2026-04-16 21:23:00,Letter: Unemployment rate climbing,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Letter: Unemployment rate climbing,Lake Cowichan Gazette,2026-04-16 21:23:00,Letter: Unemployment rate climbing,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Letter: Unemployment rate climbing,Cowichan Valley Citizen,2026-04-16 21:23:00,Letter: Unemployment rate climbing,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Leverage buying surges as markets extends rally on Iran peace hopes,Qatar Tribune,2026-04-16 21:22:00,Leverage buying surges as markets extends rally on Iran peace hopes,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
ECB Interest Rates Face Critical Test as Middle East Turmoil Triggers Inflation Spillovers,Home - Bitcoinworld.co.in,2026-04-16 21:20:11,ECB Interest Rates Face Critical Test as Middle East Turmoil Triggers Inflation Spillovers,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
SANMINA CORPORATION INVITES YOU TO JOIN ITS SECOND QUARTER FISCAL 2026 EARNINGS CONFERENCE CALL,Helenair,2026-04-16 21:17:00,SANMINA CORPORATION INVITES YOU TO JOIN ITS SECOND QUARTER FISCAL 2026 EARNINGS CONFERENCE CALL,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Amprius Technologies (NYSE:AMPX) Stock Price Up 4.6% – Still a Buy?,The Lincolnian Online,2026-04-16 21:14:43,Amprius Technologies (NYSE:AMPX) Stock Price Up 4.6% – Still a Buy?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
0417_Alabama_Stacker,Https://www.wmbfnews.com,2026-04-17 16:32:29,0417_Alabama_Stacker,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Corvus jumps as Goldman Sachs initiates at Buy on lead asset,Seeking Alpha,2026-04-17 16:31:58,Corvus jumps as Goldman Sachs initiates at Buy on lead asset,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Arthur Hayes Says BTC Is In A 'No-Trade Zone,' But Watch These 3 Scenarios",Yahoo Finance,2026-04-17 16:31:10,"Arthur Hayes Says BTC Is In A 'No-Trade Zone,' But Watch These 3 Scenarios",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Semrush Holdings stock hits 52-week high at 11.98 USD,Investing Nigeria,2026-04-17 16:30:10,Semrush Holdings stock hits 52-week high at 11.98 USD,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Semrush Holdings stock hits 52-week high at 11.98 USD,Investing Uk,2026-04-17 16:30:09,Semrush Holdings stock hits 52-week high at 11.98 USD,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Big Banks’ Surprise Profit Surge Signals U.S. Consumer Defiance Amid Oil Shock and Iran Tensions,Webpronews,2026-04-17 16:30:08,Big Banks’ Surprise Profit Surge Signals U.S. Consumer Defiance Amid Oil Shock and Iran Tensions,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Currency and commodity hedging for middle markets,Santa Fe New Mexican Homepage | Santa Fe New Mexic,2026-04-17 16:30:04,Currency and commodity hedging for middle markets,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Currency and commodity hedging for middle markets,Dailygazette.com,2026-04-17 16:30:04,Currency and commodity hedging for middle markets,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Managing drought workshop offered in North Platte,Lexington Clipper-herald,2026-04-17 16:30:00,Managing drought workshop offered in North Platte,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
VTI Holds Every Corner of the U.S. Market -- Including the Small-Caps Getting Hit Hardest. Is That a Problem or an Opportunity?,Fool,2026-04-17 16:30:00,VTI Holds Every Corner of the U.S. Market -- Including the Small-Caps Getting Hit Hardest. Is That a Problem or an Opportunity?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Adam Zyglis: Catholic MAGA,Buffalonews,2026-04-17 16:39:00,Adam Zyglis: Catholic MAGA,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"FxWirePro: USD/ZAR drops below 16.200 level, heads deeper into bear territory",Econotimes,2026-04-17 16:38:44,"FxWirePro: USD/ZAR drops below 16.200 level, heads deeper into bear territory",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
LPG Demand Normalises As Summer Eases Pressure; Daily Bookings Fall To Pre-Crisis Levels,The Free Press Journal,2026-04-17 16:38:40,LPG Demand Normalises As Summer Eases Pressure; Daily Bookings Fall To Pre-Crisis Levels,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
MSME Loans Under Pressure Amid West Asia Conflict,Devdiscourse,2026-04-17 16:38:37,MSME Loans Under Pressure Amid West Asia Conflict,Neutral,,Medium,,Hold Gold | Avoid High-Risk Equities,live-feed
CMP seeks rate hike,Bangor Daily News,2026-04-17 16:38:26,CMP seeks rate hike,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
State Street (STT) Q1 2026 Earnings Transcript,Fool,2026-04-17 16:38:24,State Street (STT) Q1 2026 Earnings Transcript,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Earnings call transcript: State Street Q1 2026 beats expectations, stock rises",Investing Australia,2026-04-17 16:38:09,"Earnings call transcript: State Street Q1 2026 beats expectations, stock rises",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Earnings call transcript: State Street Q1 2026 beats expectations, stock rises",Investing South Africa,2026-04-17 16:38:09,"Earnings call transcript: State Street Q1 2026 beats expectations, stock rises",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Earnings call transcript: State Street Q1 2026 beats expectations, stock rises",Investing Philippines,2026-04-17 16:38:08,"Earnings call transcript: State Street Q1 2026 beats expectations, stock rises",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
‘Credit card chaos’? Financial institutions bet big on repeal of first-of-its-kind Illinois law,"Illinois Times, The Capital City's Weekly Source O",2026-04-17 16:37:44,‘Credit card chaos’? Financial institutions bet big on repeal of first-of-its-kind Illinois law,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Oil prices tank and stocks climb after Iran reopens the Strait of Hormuz,Fast Company,2026-04-17 18:26:52,Oil prices tank and stocks climb after Iran reopens the Strait of Hormuz,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
SEC warns vs illegal lending operations,The Manila Times,2026-04-17 18:26:45,SEC warns vs illegal lending operations,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Iran Had a Doomsday Weapon All Along,The Atlantic,2026-04-17 18:26:31,Iran Had a Doomsday Weapon All Along,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
J&K to distribute free ration to migrants from April 18,The Northlines,2026-04-17 18:26:30,J&K to distribute free ration to migrants from April 18,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Fed's Waller strikes a cautious tone on rate cuts amid oil shock,Yahoo!news,2026-04-17 18:26:20,Fed's Waller strikes a cautious tone on rate cuts amid oil shock,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
IMF: High debt limits Philippine response to energy crisis,Inquirer,2026-04-17 18:25:59,IMF: High debt limits Philippine response to energy crisis,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Top Indian Banks Unveil Special FD Schemes with Attractive Interest Rates,Https://business2business.co.in/,2026-04-17 18:25:22,Top Indian Banks Unveil Special FD Schemes with Attractive Interest Rates,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Best Freelancing Websites to find jobs,Https://business2business.co.in/,2026-04-17 18:25:22,Best Freelancing Websites to find jobs,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
The need of encouraging private real estate players to participate in Pradhan Mantri Awas Yojana!,Https://business2business.co.in/,2026-04-17 18:25:22,The need of encouraging private real estate players to participate in Pradhan Mantri Awas Yojana!,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Everything You Need to Know About the GST Composition Scheme,Https://business2business.co.in/,2026-04-17 18:25:22,Everything You Need to Know About the GST Composition Scheme,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Australia’s debt hits $1 trillion this year - what did we spend it on?,The Age,2026-04-17 18:33:00,Australia’s debt hits $1 trillion this year - what did we spend it on?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Australia’s debt hits $1 trillion this year - what did we spend it on?,Brisbane Times,2026-04-17 18:33:00,Australia’s debt hits $1 trillion this year - what did we spend it on?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Australia’s debt hits $1 trillion this year - what did we spend it on?,Watoday,2026-04-17 18:33:00,Australia’s debt hits $1 trillion this year - what did we spend it on?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Australia’s debt hits $1 trillion this year - what did we spend it on?,The Sydney Morning Herald,2026-04-17 18:33:00,Australia’s debt hits $1 trillion this year - what did we spend it on?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"How George Foreman came to be buried in Sioux City, Iowa",The Times And Democrat,2026-04-17 18:30:00,"How George Foreman came to be buried in Sioux City, Iowa",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"How George Foreman came to be buried in Sioux City, Iowa",Missoulian,2026-04-17 18:30:00,"How George Foreman came to be buried in Sioux City, Iowa",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"How George Foreman came to be buried in Sioux City, Iowa",Kenosha News,2026-04-17 18:30:00,"How George Foreman came to be buried in Sioux City, Iowa",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"How George Foreman came to be buried in Sioux City, Iowa",The Times Of Northwest Indiana | Breaking News | R,2026-04-17 18:30:00,"How George Foreman came to be buried in Sioux City, Iowa",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"How George Foreman came to be buried in Sioux City, Iowa",Pantagraph,2026-04-17 18:30:00,"How George Foreman came to be buried in Sioux City, Iowa",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"How George Foreman came to be buried in Sioux City, Iowa",Winston-salem Journal,2026-04-17 18:30:00,"How George Foreman came to be buried in Sioux City, Iowa",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Cedi Holds Steady Against Dollar as BoG Rates Show Marginal Movement,News Ghana,2026-04-17 18:41:24,Cedi Holds Steady Against Dollar as BoG Rates Show Marginal Movement,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
"Jamaica, Queens, New York Zoning Changes Drive Investors to Pay Full Price for Teardown Properties",Keycrew.co,2026-04-17 18:41:00,"Jamaica, Queens, New York Zoning Changes Drive Investors to Pay Full Price for Teardown Properties",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Bank of Canada CPI Forecast: Crucial Inflation Reading Expected Below 3% Threshold,Home - Bitcoinworld.co.in,2026-04-17 18:40:11,Bank of Canada CPI Forecast: Crucial Inflation Reading Expected Below 3% Threshold,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
IMF: Britain cannot afford energy bailout,Yahoo! News,2026-04-17 18:38:56,IMF: Britain cannot afford energy bailout,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
